,down,yardsToGo,possessionTeam,yardlineSide,absoluteYardlineNumber,avg_def_speed,std_def_acc,def_players_near_los,avg_def_spacing,avg_olb_orientation,avg_olb_motion_angle,avg_ilb_orientation,avg_ilb_motion_angle,avg_mlb_orientation,avg_mlb_motion_angle,avg_lb_orientation,avg_lb_motion_angle,avg_cb_orientation,avg_cb_motion_angle,avg_ss_orientation,avg_ss_motion_angle,avg_fs_orientation,avg_fs_motion_angle,successfulBlitz
10982,3,5,PHI,ARI,105,0.3979521276595744,0.4426444181738027,11.0,8.380148544245975,260.3179078014184,206.0145035460993,0.0,0.0,263.1985106382978,256.28478723404254,0.0,0.0,241.4953191489362,133.039609929078,301.81202127659566,230.85819148936167,275.4628723404255,196.03744680851065,1
10984,2,11,MIA,MIA,87,0.5579288025433047,0.5775140394564791,8.0,9.072609738158802,100.93378640776702,152.83213592233008,87.47766990291265,201.3438834951456,0.0,0.0,0.0,0.0,96.67071197411003,218.31333333333336,91.45310679611649,236.3664077669903,107.4701941747573,149.27873786407767,0
10987,3,6,CHI,CHI,96,,,,,,,,,,,,,,,,,,,1
10994,1,8,CLE,PIT,102,,,,,,,,,,,,,,,,,,,0
10995,1,10,LV,LV,66,,,,,,,,,,,,,,,,,,,0
11000,4,1,DET,PHI,103,0.547311320754717,0.3969433862654799,8.0,6.238676125776455,290.3258490566038,218.12396226415095,262.20358490566036,233.55575471698117,0.0,0.0,265.56698113207545,220.83301886792452,264.60877358490563,173.84462264150943,257.95103773584907,215.38396226415097,0.0,0.0,0
11001,1,10,MIN,PHI,91,,,,,,,,,,,,,,,,,,,0
11005,2,10,HOU,CHI,81,,,,,,,,,,,,,,,,,,,1
11020,1,10,HOU,JAX,72,0.4819467213114753,0.4917123315027223,9.0,9.7093557744883,267.57639344262293,220.10020491803277,258.32979508196723,214.99737704918033,0.0,0.0,0.0,0.0,239.9411475409836,213.3444262295082,249.92393442622952,133.13032786885248,0.0,0.0,1
11026,2,9,DEN,DEN,66,0.6871557970888966,0.360436917535267,11.0,9.110229631130842,83.75590579710145,161.9665579710145,97.02456521739131,147.2523188405797,80.3696376811594,196.50304347826088,0.0,0.0,100.78782608695651,164.5574154589372,0.0,0.0,103.45778985507243,237.52659420289856,0
11028,1,10,JAX,JAX,90,,,,,,,,,,,,,,,,,,,1
11033,1,10,CLE,CLE,62,0.9008333333333332,0.5664640960461518,11.0,7.362871249343328,0.0,0.0,92.01685714285716,200.6324761904762,0.0,0.0,0.0,0.0,73.01666666666667,227.1484285714286,88.89495238095239,238.7259047619048,0.0,0.0,1
11034,2,10,CHI,CHI,62,0.8976556776318658,0.5695096518405659,11.0,9.434964118360131,100.67307692307692,157.05263736263734,79.83928571428571,188.21549450549452,0.0,0.0,0.0,0.0,107.20117216117217,239.27652014652017,69.46362637362638,312.54901098901104,85.56032967032966,234.0063736263737,0
11039,1,10,DEN,DEN,78,0.4783528644467393,0.3461837304310494,7.0,11.345374620647243,79.8973828125,161.28164062500002,101.6409375,200.66765625,72.86046875,165.38257812499998,0.0,0.0,112.02591145833333,188.470390625,0.0,0.0,71.5671875,173.43050781250005,0
11049,3,5,TB,TB,81,,,,,,,,,,,,,,,,,,,1
11053,3,9,HOU,JAX,77,0.8013037629659356,1.3320101040488206,9.0,8.644602407582576,283.3416129032258,202.58126344086023,241.7343951612903,177.77943548387097,0.0,0.0,0.0,0.0,274.2368548387097,155.60182795698924,284.18012096774197,115.9305241935484,0.0,0.0,1
11057,2,11,HOU,LAC,66,0.6153954802259887,0.5595400349909031,11.0,7.721352812748909,288.5791525423729,230.81754237288135,256.658220338983,210.69716101694917,0.0,0.0,0.0,0.0,250.51754237288137,143.0022316384181,242.4101694915254,178.72483050847453,233.94838983050852,63.706355932203394,1
11061,3,8,LA,LA,69,,,,,,,,,,,,,,,,,,,1
11062,1,10,SEA,DEN,80,0.6764147286821705,0.3317594541925386,9.0,8.809953158453094,231.63127906976743,190.3717441860465,277.6101550387597,189.0227519379845,0.0,0.0,0.0,0.0,260.88697674418603,258.4464534883721,245.2118604651163,63.5246511627907,301.48709302325574,161.73651162790696,1
11070,1,10,TB,GB,100,,,,,,,,,,,,,,,,,,,1
11075,1,10,NYG,CHI,62,0.5946102149768542,0.6131291632809367,8.0,10.371265616052742,270.2312096774194,237.16596774193553,270.7071774193549,222.38887096774192,0.0,0.0,0.0,0.0,288.87056451612904,194.27233870967743,276.2145161290322,268.57032258064515,278.8166129032258,124.366935483871,0
11076,3,8,NE,DET,91,0.4007427536231883,0.4405335674650566,10.0,8.435202078589919,241.12434782608693,217.55282608695651,266.1689673913043,239.95538043478263,0.0,0.0,0.0,0.0,258.2045652173913,199.5966847826087,274.78010869565225,144.55260869565217,270.9403804347826,184.5865760869565,1
11084,2,8,TB,TB,82,0.1993840579788429,0.314233269534179,8.0,10.40133244057574,61.9223188405797,157.6349275362319,117.48376811594204,141.40101449275363,0.0,0.0,0.0,0.0,106.67222222222225,159.42062801932371,84.59992753623189,201.60565217391303,0.0,0.0,1
11092,2,5,MIN,GB,74,0.5211544342290052,0.323352315587358,9.0,10.367669613615742,263.1494036697248,210.34490825688076,284.4892966360856,204.7030886850153,0.0,0.0,0.0,0.0,268.5115137614679,164.45330275229355,276.14770642201836,136.64064220183485,253.8661467889908,146.48660550458715,0
11099,2,4,IND,HOU,106,0.6198260869565216,0.4080114510780068,11.0,7.15461378292247,255.70113043478264,183.8794782608696,268.4913913043478,155.36634782608698,0.0,0.0,0.0,0.0,246.9306956521739,177.19988405797102,235.1529565217391,143.3007826086957,235.99556521739137,110.90113043478262,1
11104,1,10,LV,LAC,85,0.812205014637284,0.5799124307054081,11.0,6.792625077928189,0.0,0.0,262.89181415929204,198.3698230088496,0.0,0.0,0.0,0.0,262.3382005899705,149.49386430678464,195.28823008849557,125.42345132743364,265.0292920353982,134.80407079646017,1
11107,1,10,LV,LV,74,0.3881263616547994,0.4576025906381634,9.0,8.035107267912606,96.59287581699346,140.3983006535948,92.13450980392156,161.7833986928105,0.0,0.0,0.0,0.0,81.2993137254902,211.6317320261438,77.29470588235294,125.88372549019608,103.5530065359477,226.72529411764705,1
11113,2,8,LAC,LAC,68,,,,,,,,,,,,,,,,,,,0
11115,3,5,LA,SF,84,0.7738008129490705,0.3640614411769601,9.0,9.815370480103097,0.0,0.0,286.31658536585365,124.33634146341464,0.0,0.0,0.0,0.0,274.88642276422763,188.80414634146345,267.35439024390246,48.21121951219512,245.76634146341465,141.52170731707315,0
11116,2,10,DET,PHI,73,0.4942471264485997,0.489360848899993,10.0,9.996626212553688,229.0177931034483,223.20641379310345,271.4430689655173,216.41655172413795,0.0,0.0,0.0,0.0,271.0816781609195,161.6671264367816,266.9107586206897,166.0818620689655,0.0,0.0,0
11119,3,5,NYG,NYG,95,,,,,,,,,,,,,,,,,,,1
11123,3,8,MIN,MIN,64,0.7130236486486486,0.4843182344628572,9.0,11.46746692132082,85.11108108108107,160.86885135135134,0.0,0.0,87.4216891891892,196.65074324324323,0.0,0.0,95.07572635135136,195.61260135135137,0.0,0.0,89.30692567567569,235.2621283783784,0
11128,2,2,TEN,TEN,75,0.5588154761996563,0.5076001598090084,10.0,7.536101889097141,77.24814285714285,162.86735714285714,0.0,0.0,83.03521428571428,152.677,0.0,0.0,81.93592857142858,185.48071428571424,0.0,0.0,96.44957142857142,218.3615714285714,0
11129,4,1,TB,GB,68,,,,,,,,,,,,,,,,,,,0
11133,2,10,SF,CHI,78,0.4895969498910675,0.4722329419766818,10.0,6.980591045488763,255.34673202614377,215.49496732026145,258.8827450980392,220.72313725490196,0.0,0.0,0.0,0.0,251.776045751634,196.6112091503268,262.78973856209154,180.5649019607843,278.33549019607847,107.40496732026143,0
11137,2,15,LA,LA,91,0.4742405913978495,0.5468154496665462,8.0,9.711426852600743,111.55798387096772,137.51193548387096,91.26403225806452,157.47193548387096,84.82145161290322,91.72,0.0,0.0,95.11333333333334,184.9158870967742,122.79370967741934,182.89040322580647,103.4158064516129,204.15088709677423,0
11140,1,10,MIN,MIN,73,0.5653888888888889,0.4208537637495077,8.0,8.164657088755346,105.40270833333334,155.59225,89.59820833333333,141.55429166666667,0.0,0.0,0.0,0.0,122.40525,223.91116666666667,109.13775,224.63141666666667,114.43433333333331,242.11675,1
11141,1,10,CAR,CAR,71,,,,,,,,,,,,,,,,,,,1
11147,1,10,MIN,MIN,87,,,,,,,,,,,,,,,,,,,1
11151,1,10,NYG,NYG,85,,,,,,,,,,,,,,,,,,,0
11155,1,10,CHI,CHI,87,0.7918999999900659,0.4425557700668869,10.0,9.27877854210348,0.0,0.0,105.0447,166.10154999999995,0.0,0.0,0.0,0.0,109.70536666666666,217.1173,113.8041,225.21650000000005,113.01369999999996,226.2381000000001,1
11160,1,10,NE,NE,85,0.5937687687687687,0.5823574503889037,9.0,10.05194854137632,87.56923423423426,146.4863063063063,84.56833333333334,152.6347297297297,0.0,0.0,0.0,0.0,92.76891891891891,191.0775075075075,55.29369369369369,273.09945945945947,87.88594594594595,150.90783783783783,0
11162,1,10,LV,LV,70,0.5962142857042452,0.4524526790576751,9.0,9.958799690570077,0.0,0.0,84.89311428571429,181.2488857142857,0.0,0.0,0.0,0.0,107.89805714285716,179.33413333333334,81.71057142857144,243.89622857142857,76.90485714285714,224.75394285714287,0
11163,3,7,CIN,DAL,71,,,,,,,,,,,,,,,,,,,0
11165,2,10,KC,TB,84,0.6636702127546626,0.3691533700718203,7.0,8.876877670574656,282.3563829787234,185.38978723404256,266.8361170212766,215.72702127659576,0.0,0.0,0.0,0.0,247.7860638297872,123.7561170212766,0.0,0.0,226.67258865248223,163.5541843971631,0
11167,1,10,BUF,TEN,82,,,,,,,,,,,,,,,,,,,0
11180,2,4,ATL,TB,95,0.7657165108678566,0.6085353508483422,11.0,6.900707981592611,259.54943925233647,201.5619626168224,239.70481308411212,186.7366355140187,0.0,0.0,0.0,0.0,249.3296261682243,142.60308411214953,0.0,0.0,249.0279439252336,145.11144859813083,1
11186,1,10,NE,PIT,63,,,,,,,,,,,,,,,,,,,0
11191,3,18,IND,HOU,68,0.8534912280672998,0.4914080009561874,9.0,10.705013893884232,274.6580000000001,130.37778947368423,286.39789473684203,201.59536842105263,0.0,0.0,0.0,0.0,240.93007017543863,145.6001754385965,228.87473684210516,134.44452631578946,241.5074736842105,101.59589473684213,1
11194,1,10,HOU,HOU,78,0.6961434108237627,0.546262301735381,8.0,10.179706662542312,103.29581395348832,197.79813953488377,0.0,0.0,110.54744186046514,163.3511627906977,0.0,0.0,77.20906976744186,142.9719379844961,91.46627906976744,190.0996511627907,83.46744186046512,283.53267441860464,0
11198,1,10,LAC,LAC,54,,,,,,,,,,,,,,,,,,,1
11205,1,10,JAX,JAX,102,0.7113082439453078,0.5358215058004062,9.0,9.70008033120746,87.1352688172043,121.1089247311828,90.63408602150538,155.88645161290322,0.0,0.0,0.0,0.0,84.13150537634408,180.9564516129032,71.17924731182796,265.76698924731187,99.75451612903224,175.18462365591398,0
11209,1,10,JAX,JAX,90,0.6645788530296376,0.558440660054723,9.0,7.4297510707641985,86.4143548387097,146.36096774193547,79.57473118279569,197.58397849462364,0.0,0.0,0.0,0.0,81.80043010752688,185.3216129032258,86.05043010752688,272.33451612903224,97.8694623655914,195.55817204301076,0
11214,2,2,JAX,JAX,72,,,,,,,,,,,,,,,,,,,0
11215,3,8,JAX,HOU,65,0.6007507507507507,0.49333848613322,9.0,10.178738775624389,271.9714414414414,229.28162162162164,281.58666666666664,190.66603603603605,0.0,0.0,0.0,0.0,266.81093093093097,204.7181081081081,247.15,121.89414414414416,279.68657657657656,169.23315315315315,1
11217,1,11,BUF,BUF,109,0.3224444444785929,0.5347643965527998,9.0,9.967322447618306,125.03491666666666,128.14316666666667,99.245,140.87933333333336,0.0,0.0,0.0,0.0,156.74866666666668,138.6808333333333,0.0,0.0,193.84833333333333,268.35333333333335,0
11227,3,1,DAL,DAL,76,0.70078125,0.5925989590387888,10.0,6.671688589679196,98.33633928571427,196.64008928571428,110.63267857142856,130.98294642857144,0.0,0.0,0.0,0.0,108.07125,198.244375,85.19928571428572,129.77973214285714,85.66464285714287,224.23741071428572,0
11228,3,6,NYJ,BAL,104,0.8296428570498515,0.4907930283442174,10.0,7.338262378700982,264.9977551020408,178.26438775510204,283.8985714285714,254.96510204081633,0.0,0.0,0.0,0.0,278.620306122449,298.5445918367347,281.5276530612245,173.34959183673467,282.81489795918367,129.97051020408165,1
11229,1,10,TEN,TEN,91,0.4602380952344108,0.6643277797987174,8.0,7.437937427149061,93.43835164835164,122.99043956043955,87.5820879120879,128.80450549450552,0.0,0.0,0.0,0.0,71.77545787545787,131.81479853479854,110.46252747252748,180.39274725274723,0.0,0.0,0
11230,3,4,MIN,DET,91,,,,,,,,,,,,,,,,,,,0
11239,1,10,TEN,TEN,64,,,,,,,,,,,,,,,,,,,0
11243,1,10,CAR,NYG,98,,,,,,,,,,,,,,,,,,,1
11247,3,3,JAX,PHI,76,0.5665461847650628,0.3493121446487801,9.0,9.527103117070093,288.054578313253,189.2621686746988,287.93246987951807,216.1876506024097,0.0,0.0,250.57265060240957,225.47457831325303,263.3538554216867,186.65120481927713,260.3826506024097,153.44650602409635,0.0,0.0,1
11249,1,10,LV,DEN,73,0.4963253012059413,0.5432393362277239,9.0,7.00991178931243,227.18204819277105,193.9780722891566,272.5910040160643,193.44991967871485,0.0,0.0,0.0,0.0,245.7998795180723,126.12524096385545,272.5329518072289,128.67921686746988,0.0,0.0,0
11253,3,4,PIT,PIT,68,0.6871523178872092,0.42701235434093,9.0,10.17079165382416,91.60973509933775,170.71205298013243,94.74125827814568,169.52052980132453,0.0,0.0,0.0,0.0,129.56350993377484,176.74322295805737,123.73738410596027,237.16546357615897,0.0,0.0,0
11254,1,10,PIT,PIT,74,0.5895874587458746,0.5766594027694218,9.0,6.943492697600781,93.67371287128712,167.05059405940594,94.81683168316832,138.4721782178218,0.0,0.0,0.0,0.0,104.21079207920792,210.73326732673263,81.17574257425743,178.1139108910891,0.0,0.0,0
11256,3,7,CIN,CIN,66,,,,,,,,,,,,,,,,,,,0
11257,3,4,CIN,CIN,69,,,,,,,,,,,,,,,,,,,1
11263,1,10,NYG,NYG,85,0.4784174311926605,0.3998103803208622,9.0,7.847940459323261,108.5253211009174,138.6940366972477,86.8904128440367,149.53146788990827,0.0,0.0,0.0,0.0,81.95940366972478,210.92064220183488,0.0,0.0,99.19464831804282,217.61654434250764,0
11265,1,10,WAS,,60,0.7056466666666666,0.513786367427393,9.0,7.738537436732917,280.1596799999999,182.81592000000003,211.2335733333333,178.81037333333333,0.0,0.0,0.0,0.0,255.188,170.42728,0.0,0.0,268.0826,157.00196000000005,0
11269,2,4,LV,TEN,80,,,,,,,,,,,,,,,,,,,0
11273,1,10,HOU,HOU,76,0.8270714285869506,0.6286084611574531,11.0,5.319905320272385,135.26292857142855,222.61992857142857,0.0,0.0,67.68314285714287,154.43514285714284,0.0,0.0,119.63685714285714,235.9195714285714,102.50814285714284,159.878,130.97385714285718,247.4022857142857,0
11278,1,10,NYG,NYG,101,,,,,,,,,,,,,,,,,,,0
11282,2,8,CHI,GB,102,,,,,,,,,,,,,,,,,,,1
11283,1,10,NO,NO,85,,,,,,,,,,,,,,,,,,,1
11287,1,10,ATL,ATL,71,0.7797777777777779,0.5698887558621467,8.0,9.302543004847244,57.0375,47.28466666666667,119.61733333333336,163.0931666666667,92.75433333333334,161.3366666666667,0.0,0.0,84.46677777777778,235.0713888888889,0.0,0.0,77.09655555555555,163.09855555555558,0
11288,2,5,IND,IND,76,,,,,,,,,,,,,,,,,,,1
11292,2,12,NE,PIT,72,,,,,,,,,,,,,,,,,,,0
11293,1,10,NYJ,NYJ,99,0.38685546875,0.5061725725296904,9.0,7.957677363361965,112.4666015625,120.3346875,95.0894140625,174.6999609375,0.0,0.0,0.0,0.0,92.3844921875,182.4863671875,107.719296875,267.32304687500005,79.351015625,206.26296874999997,1
11299,2,4,BUF,LA,106,0.5721249999999999,0.4381152220959843,10.0,7.952661679473673,288.9526666666667,190.49991666666665,219.81225,225.69316666666663,0.0,0.0,0.0,0.0,270.0761111111111,206.6630555555556,253.97920833333333,154.10466666666665,0.0,0.0,1
11302,1,10,LV,LV,78,0.1870224171440837,0.3321573377389576,6.0,11.095599322909312,125.91228070175438,205.86076023391809,70.30953216374269,161.1443567251462,0.0,0.0,0.0,0.0,98.94824561403507,172.7972904483431,97.32997076023392,238.1457894736842,0.0,0.0,1
11306,2,9,LA,SF,92,0.5417538126361655,0.4616560292585149,10.0,8.262190748309116,0.0,0.0,265.467385620915,190.8919934640523,0.0,0.0,0.0,0.0,277.8527450980392,160.25616557734205,265.01862745098043,203.4375163398693,281.79392156862747,127.43614379084964,1
11313,1,10,BUF,TEN,97,,,,,,,,,,,,,,,,,,,0
11314,3,4,GB,GB,79,0.326555555710983,0.3741779630718111,9.0,9.418463759402018,63.83255555555556,115.73300000000002,99.7587777777778,155.3417777777778,89.73477777777778,192.96388888888893,0.0,0.0,85.87455555555555,183.92974074074073,106.6917777777778,252.48022222222215,80.99266666666668,238.91766666666663,0
11315,1,10,CAR,CAR,72,1.0823913043478262,0.4737202676328639,8.0,10.94431206312324,0.0,0.0,116.37108695652172,175.88108695652176,0.0,0.0,0.0,0.0,94.70971014492751,185.62246376811595,126.01391304347828,153.60478260869564,202.15347826086955,314.4665217391304,1
11320,1,10,MIA,BAL,100,,,,,,,,,,,,,,,,,,,0
11321,3,3,LA,LA,65,0.457728174579522,0.5536464952531533,10.0,8.945584437017175,132.19184523809523,209.65175595238097,0.0,0.0,0.0,0.0,0.0,0.0,96.4743253968254,175.60613095238094,91.20142857142858,150.8217261904762,83.09684523809524,230.42928571428573,0
11332,3,17,DEN,DEN,82,0.860000000008715,0.4844951083719023,8.0,9.812254672023688,127.33844036697248,220.01724770642204,0.0,0.0,93.12605504587157,148.69733944954126,0.0,0.0,100.30204892966364,203.54125382263,0.0,0.0,109.48435779816512,263.7758256880734,1
11337,2,10,CIN,PIT,66,0.5611792451930495,0.5397245994772762,7.0,9.32917303702955,284.08004716981134,221.3506132075472,294.746179245283,184.34320754716975,0.0,0.0,0.0,0.0,256.49908805031447,193.41600628930817,0.0,0.0,95.73872641509436,174.42169811320753,0
11346,1,10,CLE,CLE,96,,,,,,,,,,,,,,,,,,,1
11356,1,10,PHI,PHI,92,0.5971458333333334,0.4701756424344313,10.0,8.941282185046562,0.0,0.0,92.41175,138.7795,0.0,0.0,0.0,0.0,85.30602777777777,182.4349722222222,0.0,0.0,93.289875,233.01433333333335,1
11357,2,13,BAL,NE,93,,,,,,,,,,,,,,,,,,,0
11366,3,9,CLE,ATL,63,0.8025403224268267,0.5812093722020741,10.0,10.203193064612744,273.883629032258,233.3884677419355,258.32645161290327,204.3855241935484,0.0,0.0,0.0,0.0,254.3627956989247,185.20634408602152,235.1294354838709,108.92766129032258,269.13177419354844,88.06782258064517,1
11369,3,13,NYG,NYG,88,,,,,,,,,,,,,,,,,,,1
11376,1,10,CAR,NYG,62,,,,,,,,,,,,,,,,,,,0
11378,2,10,MIN,PHI,91,,,,,,,,,,,,,,,,,,,1
11379,3,3,LA,ARI,86,,,,,,,,,,,,,,,,,,,0
11380,1,2,ATL,NO,108,0.3059079601990049,0.5162335400055904,10.0,4.871266384641899,256.1437686567164,180.01018656716417,289.510447761194,161.90671641791045,266.011119402985,149.4891791044776,0.0,0.0,247.84608208955223,178.6689552238806,0.0,0.0,263.34727611940303,176.73839552238806,1
11382,2,8,CIN,DAL,93,,,,,,,,,,,,,,,,,,,0
11388,1,10,LA,LA,84,0.7996354165179655,0.5733967173871136,9.0,9.090066734955007,0.0,0.0,85.061625,183.0240625,0.0,0.0,0.0,0.0,114.69629166666668,231.56433333333337,97.30375,266.0245,102.335875,270.32387500000004,0
11391,1,10,MIN,MIN,78,0.5454804805520777,0.3248333493544347,9.0,10.329187979812676,90.17662162162162,176.09423423423422,0.0,0.0,84.02342342342342,164.29693693693696,0.0,0.0,102.31882882882884,173.18717717717718,117.27702702702705,248.47567567567563,94.94644144144144,182.0991891891892,0
11393,1,7,CIN,DAL,103,,,,,,,,,,,,,,,,,,,1
11398,2,7,NE,NE,79,0.6099489797907091,0.4520647126153094,9.0,10.165296097345095,0.0,0.0,99.83530612244896,171.80964285714288,0.0,0.0,0.0,0.0,107.62789115646258,168.64289115646258,0.0,0.0,87.03673469387753,187.43030612244897,0
11399,3,5,LA,LA,84,0.6319602272760433,0.5467201736526436,10.0,10.323595276605724,0.0,0.0,103.36863636363636,138.1428693181818,0.0,0.0,0.0,0.0,94.23818181818184,167.0485227272727,94.2503409090909,181.6590909090909,75.17164772727273,254.3418181818182,0
11403,2,8,DEN,DEN,66,,,,,,,,,,,,,,,,,,,0
11408,3,3,JAX,WAS,107,0.5266574075602132,0.4075275243815797,11.0,8.01270816189477,264.8433333333333,181.6174444444445,287.87477777777775,234.3921111111111,0.0,0.0,0.0,0.0,261.78281481481486,224.9972962962963,271.5057777777778,219.44933333333336,286.4886666666667,244.4933333333333,1
11409,2,7,LV,LV,70,0.4382919254658385,0.4893535431747542,7.0,9.986550039782845,79.53571428571429,144.0125465838509,102.23958592132506,166.75579710144928,0.0,0.0,0.0,0.0,79.80577639751553,174.2216977225673,101.43695652173912,194.99177018633543,0.0,0.0,0
11412,3,11,TEN,TEN,86,,,,,,,,,,,,,,,,,,,1
11414,3,12,NE,NE,74,0.8022277227417864,0.454076221890719,8.0,9.996525804150169,99.42188118811882,125.83722772277228,104.11960396039606,178.7678217821782,0.0,0.0,0.0,0.0,98.2434405940594,171.33950495049507,155.94514851485147,297.20722772277236,89.45623762376238,213.48782178217823,1
11418,2,3,CHI,CHI,81,,,,,,,,,,,,,,,,,,,1
11425,2,10,IND,IND,70,0.5366394335312327,0.4459419201910841,10.0,8.234029764723925,74.1762091503268,175.60607843137254,104.44339869281046,171.5228322440087,0.0,0.0,0.0,0.0,91.0586274509804,212.69843137254895,95.83790849673204,193.9387908496732,0.0,0.0,1
11426,3,3,PIT,PIT,78,,,,,,,,,,,,,,,,,,,0
11428,1,10,DEN,DEN,68,,,,,,,,,,,,,,,,,,,1
11431,1,10,CHI,NYG,83,0.3227916664555669,0.6818150044735778,8.0,8.104819700746368,290.51349999999996,268.69250000000005,273.3124999999999,256.8285,265.02,320.227,0.0,0.0,253.391,240.22875,272.24350000000004,264.5055,273.303,129.4465,1
11434,1,2,PIT,NYJ,108,0.7315189873119855,0.6505303355239653,11.0,6.799751273436655,290.14613924050633,205.97512658227848,268.89518987341773,226.1882278481013,0.0,0.0,0.0,0.0,252.5929957805907,192.7475949367088,269.46803797468345,200.76202531645563,0.0,0.0,1
11435,2,6,CHI,CHI,81,0.7402208835341365,0.4019553462028621,11.0,7.001685037497422,90.6025903614458,129.15819277108432,80.91186746987951,214.11885542168676,0.0,0.0,0.0,0.0,113.33558232931728,224.86357429718876,103.41493975903612,289.23915662650603,99.09795180722892,249.996265060241,1
11436,2,5,NO,NO,94,,,,,,,,,,,,,,,,,,,0
11438,2,10,WAS,WAS,74,0.4903613569321534,0.4884183219832245,9.0,10.544763496236063,91.15964601769912,180.72846607669615,98.79225663716817,151.09296460176992,0.0,0.0,0.0,0.0,103.58997050147492,159.76112094395276,113.3791592920354,211.72579646017695,0.0,0.0,1
11439,1,10,DAL,DAL,70,,,,,,,,,,,,,,,,,,,0
11440,2,10,WAS,WAS,70,,,,,,,,,,,,,,,,,,,0
11448,1,10,CAR,CAR,92,0.5939696969696969,0.4905979262205838,9.0,7.76242282991661,108.09445454545454,150.7221818181818,0.0,0.0,97.52172727272726,185.29409090909093,0.0,0.0,93.3856818181818,219.9659090909091,79.11095454545456,170.64236363636363,0.0,0.0,0
11452,2,6,GB,GB,63,,,,,,,,,,,,,,,,,,,0
11453,3,5,TEN,TEN,85,0.6510416664963676,0.5127790723965582,9.0,9.146801826068504,90.58491071428573,172.77428571428572,0.0,0.0,85.49455357142857,181.76098214285713,0.0,0.0,111.14244047619049,195.6236904761905,0.0,0.0,86.464375,196.91205357142857,1
11456,1,10,GB,GB,85,0.4788114754358927,0.4314971776044415,9.0,10.400050541716714,85.27819672131147,187.6602459016393,97.88967213114752,213.99647540983605,0.0,0.0,0.0,0.0,95.54527322404374,174.73964480874318,98.42590163934425,211.2602459016393,111.08909836065573,210.25319672131147,1
11457,2,9,NO,NO,88,0.5803611111111111,0.4157175097978117,9.0,8.775299974858742,78.68827777777777,133.0802222222222,108.57044444444443,116.50911111111112,84.45244444444444,152.96855555555555,0.0,0.0,73.76662962962962,153.87099999999998,107.35377777777776,203.60444444444445,97.3741111111111,298.795,0
11459,2,10,PIT,PIT,102,0.4380821078431372,0.694450683666766,9.0,8.047537240630485,93.75977941176473,240.53823529411764,80.99779411764705,78.73661764705882,0.0,0.0,0.0,0.0,90.09583333333332,155.58495098039216,88.50345588235295,256.31367647058823,77.06764705882352,106.63566176470589,1
11462,3,4,NYG,NYG,83,0.8232154088403515,0.5098962480409225,11.0,7.98637867192482,107.66012578616352,162.1153144654088,109.14632075471695,202.79735849056607,0.0,0.0,0.0,0.0,87.50933962264152,205.66915094339623,82.07575471698112,170.38377358490567,111.19820754716982,282.6021698113208,0
11465,2,10,SEA,SEA,85,0.4880459770114942,0.4626740276798266,10.0,8.558294706513022,81.47091954022987,177.0377011494253,0.0,0.0,81.52402298850576,131.01241379310346,0.0,0.0,109.70873563218392,194.79260536398465,0.0,0.0,102.49936781609196,203.32540229885055,0
11467,1,10,SEA,SEA,79,0.5055154639175259,0.3381506811446004,9.0,9.122093593346294,50.3018556701031,146.45484536082472,95.71972508591064,125.81405498281786,0.0,0.0,0.0,0.0,94.71479381443298,143.51195876288662,77.67886597938144,251.9878350515464,116.43268041237113,163.84103092783505,1
11478,1,10,TB,TB,68,0.5090635738825854,0.6278183840323488,11.0,6.076449132913706,113.63159793814432,127.65453608247422,114.32144329896909,199.148969072165,0.0,0.0,0.0,0.0,109.24192439862544,142.77353951890035,85.10979381443299,205.65381443298975,97.98340206185568,253.8415463917526,0
11479,1,10,IND,DEN,73,0.571448087431694,0.4514891027059362,9.0,7.818008312292213,294.8700819672131,257.0003278688524,280.38725409836076,221.4556557377049,0.0,0.0,0.0,0.0,253.27713114754096,132.61745901639344,268.13885245901633,133.23967213114756,0.0,0.0,0
11480,1,10,NYJ,NYJ,86,0.3405092592592592,0.4140416181732942,9.0,7.963713936764021,67.28666666666665,126.4511111111111,103.78787037037036,115.41962962962964,0.0,0.0,0.0,0.0,94.91376543209876,227.29586419753088,103.90407407407407,248.14444444444447,282.7401851851852,126.90611111111112,1
11483,2,11,NYG,NYG,102,0.5445506535833884,0.4239276761768989,8.0,8.781108862204768,84.23019607843136,138.85279411764705,88.41950980392157,153.30705882352942,0.0,0.0,0.0,0.0,87.32957516339869,140.95843137254903,105.631862745098,183.9682352941177,105.02431372549022,230.73127450980388,0
11486,2,9,BUF,MIA,73,,,,,,,,,,,,,,,,,,,1
11488,3,7,GB,GB,72,0.3115574713998485,0.3580745898519871,8.0,11.31390252964774,73.68772413793103,166.07103448275862,78.33110344827587,150.95848275862068,0.0,0.0,0.0,0.0,95.60689655172412,180.32124137931032,120.88413793103447,202.82524137931037,88.49896551724139,213.9733793103448,1
11492,2,3,CLE,PIT,107,,,,,,,,,,,,,,,,,,,1
11493,2,9,CIN,CIN,84,,,,,,,,,,,,,,,,,,,1
11499,2,3,ATL,CLE,80,0.5537708325386048,0.5056517718184569,8.0,7.928505647742021,261.86925,183.0705,0.0,0.0,262.50675,113.11725,0.0,0.0,261.779875,133.026875,268.163875,173.79837500000002,0.0,0.0,0
11501,1,10,DAL,NYG,83,,,,,,,,,,,,,,,,,,,0
